UNITID,GRCOHRT,UGENTERN,PGRCOHRT,RRFTCT,RRFTEX,RRFTIN,RRFTCTA,RET_NMF,RET_PCF,RRPTCT,RRPTEX,RRPTIN,RRPTCTA,RET_NMP,RET_PCP,STUFACR
142294,269.0,310.0,87.0,295.0,2.0,0.0,293.0,222.0,76.0,0.0,0.0,0.0,0.0,0.0,,10.0
142328,463.0,810.0,57.0,273.0,0.0,0.0,273.0,172.0,63.0,10.0,0.0,0.0,10.0,3.0,30.0,15.0
142407,,,,12.0,0.0,0.0,12.0,10.0,83.0,0.0,0.0,0.0,0.0,0.0,,9.0
142443,523.0,1708.0,31.0,613.0,0.0,0.0,613.0,363.0,59.0,252.0,0.0,0.0,252.0,118.0,47.0,14.0
142461,235.0,341.0,69.0,273.0,0.0,0.0,273.0,197.0,72.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0
142489,,,,9.0,0.0,0.0,9.0,8.0,89.0,,,,,,,15.0
142522,3643.0,8498.0,43.0,4057.0,893.0,0.0,3164.0,2149.0,68.0,801.0,108.0,0.0,693.0,338.0,49.0,19.0
142559,658.0,1273.0,52.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,22.0
142832,,,,,,,,,,,,,,,,1.0
142887,28.0,40.0,70.0,19.0,0.0,0.0,19.0,13.0,68.0,6.0,0.0,0.0,6.0,2.0,33.0,6.0
142957,1.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.0
143048,650.0,762.0,85.0,663.0,4.0,0.0,659.0,521.0,79.0,5.0,0.0,0.0,5.0,2.0,40.0,11.0
143084,593.0,685.0,87.0,648.0,0.0,0.0,648.0,524.0,81.0,,,,,,,11.0
143118,669.0,1250.0,54.0,822.0,5.0,0.0,817.0,594.0,73.0,0.0,0.0,0.0,0.0,0.0,,18.0
143215,800.0,2770.0,29.0,795.0,0.0,0.0,795.0,504.0,63.0,367.0,4.0,0.0,363.0,170.0,47.0,17.0
143279,483.0,2070.0,23.0,548.0,1.0,0.0,547.0,332.0,61.0,110.0,2.0,0.0,108.0,48.0,44.0,17.0
143288,106.0,141.0,75.0,72.0,0.0,0.0,72.0,27.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0
143297,,,,,,,,,,,,,,,,10.0
143358,1036.0,1190.0,87.0,1039.0,0.0,0.0,1039.0,858.0,83.0,3.0,0.0,0.0,3.0,2.0,67.0,12.0
143376,,,,8.0,0.0,0.0,8.0,7.0,88.0,7.0,0.0,0.0,7.0,7.0,100.0,16.0
143464,,,,5.0,0.0,0.0,5.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,,13.0
143473,,,,3.0,0.0,0.0,3.0,2.0,67.0,4.0,0.0,0.0,4.0,2.0,50.0,12.0
143482,,,,3.0,0.0,0.0,3.0,2.0,67.0,8.0,0.0,0.0,8.0,5.0,63.0,15.0
143491,,,,3.0,0.0,0.0,3.0,2.0,67.0,10.0,0.0,0.0,10.0,8.0,80.0,15.0
143552,,,,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,4.0,4.0,100.0,6.0
143613,214.0,907.0,24.0,228.0,2.0,0.0,226.0,150.0,66.0,65.0,0.0,0.0,65.0,31.0,48.0,16.0
143978,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3.0
144005,154.0,432.0,36.0,147.0,0.0,0.0,147.0,81.0,55.0,21.0,0.0,0.0,21.0,6.0,29.0,11.0
144050,1729.0,1870.0,92.0,2053.0,4.0,0.0,2049.0,2028.0,99.0,,,,,,,5.0
144157,234.0,1125.0,21.0,141.0,4.0,0.0,137.0,63.0,46.0,77.0,2.0,0.0,75.0,26.0,35.0,15.0
144166,708.0,2782.0,25.0,656.0,10.0,0.0,646.0,360.0,56.0,332.0,12.0,0.0,320.0,128.0,40.0,24.0
144175,154.0,1069.0,14.0,116.0,3.0,0.0,113.0,55.0,49.0,74.0,3.0,0.0,71.0,21.0,30.0,19.0
144184,336.0,2252.0,15.0,268.0,4.0,0.0,264.0,166.0,63.0,163.0,4.0,0.0,159.0,65.0,41.0,23.0
144193,426.0,2427.0,18.0,322.0,4.0,0.0,318.0,177.0,56.0,233.0,4.0,0.0,229.0,84.0,37.0,27.0
144209,560.0,2497.0,22.0,639.0,3.0,0.0,636.0,394.0,62.0,253.0,6.0,0.0,247.0,116.0,47.0,19.0
144218,737.0,3272.0,23.0,777.0,4.0,0.0,773.0,515.0,67.0,295.0,6.0,0.0,289.0,129.0,45.0,29.0
144281,1585.0,2143.0,74.0,1680.0,0.0,0.0,1680.0,1129.0,67.0,16.0,0.0,0.0,16.0,2.0,13.0,15.0
144351,267.0,445.0,60.0,334.0,0.0,7.0,341.0,197.0,58.0,2.0,0.0,2.0,4.0,0.0,0.0,12.0
144564,213.0,1055.0,20.0,208.0,1.0,0.0,207.0,134.0,65.0,93.0,5.0,0.0,88.0,37.0,42.0,15.0
144573,,,,7.0,0.0,0.0,7.0,3.0,43.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0
144740,2961.0,4161.0,71.0,2822.0,0.0,0.0,2822.0,2373.0,84.0,16.0,0.0,0.0,16.0,3.0,19.0,17.0
144795,,,,138.0,0.0,0.0,138.0,110.0,80.0,5.0,0.0,0.0,5.0,4.0,80.0,20.0
144865,2099.0,10775.0,19.0,1893.0,4.0,0.0,1889.0,1257.0,67.0,1170.0,11.0,0.0,1159.0,566.0,49.0,20.0
144883,241.0,248.0,97.0,265.0,0.0,0.0,265.0,115.0,43.0,,,,,,,33.0
144892,871.0,3759.0,23.0,771.0,0.0,0.0,771.0,551.0,71.0,7.0,0.0,0.0,7.0,3.0,43.0,15.0
144944,785.0,3310.0,24.0,805.0,0.0,0.0,805.0,590.0,73.0,411.0,0.0,0.0,411.0,214.0,52.0,18.0
144962,617.0,1146.0,54.0,530.0,0.0,0.0,530.0,426.0,80.0,0.0,0.0,0.0,0.0,0.0,,13.0
144971,150.0,289.0,52.0,119.0,1.0,0.0,118.0,67.0,57.0,0.0,0.0,0.0,0.0,0.0,,13.0
145099,,,,,,,,,,,,,,,,15.0
145239,15.0,87.0,17.0,24.0,0.0,0.0,24.0,17.0,71.0,,,,,,,10.0
145309,,,,18.0,0.0,0.0,18.0,16.0,89.0,,,,,,,11.0
145336,286.0,756.0,38.0,189.0,1.0,0.0,188.0,105.0,56.0,5.0,0.0,0.0,5.0,2.0,40.0,10.0
145354,,,,2.0,0.0,0.0,2.0,0.0,0.0,,,,,,,3.0
145372,228.0,365.0,62.0,206.0,0.0,0.0,206.0,157.0,76.0,0.0,0.0,0.0,0.0,0.0,,12.0
145406,,,,12.0,0.0,0.0,12.0,10.0,83.0,33.0,0.0,0.0,33.0,27.0,82.0,14.0
145424,,,,3.0,0.0,0.0,3.0,2.0,67.0,13.0,0.0,0.0,13.0,10.0,77.0,16.0
145433,,,,2.0,0.0,0.0,2.0,2.0,100.0,10.0,0.0,0.0,10.0,5.0,50.0,19.0
145497,2.0,68.0,3.0,2.0,0.0,22.0,24.0,22.0,92.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0
145521,208.0,671.0,31.0,228.0,1.0,0.0,227.0,149.0,66.0,54.0,1.0,0.0,53.0,24.0,45.0,11.0
145600,4179.0,6534.0,64.0,4024.0,1.0,0.0,4023.0,3151.0,78.0,153.0,0.0,0.0,153.0,67.0,44.0,18.0
145619,415.0,692.0,60.0,411.0,0.0,0.0,411.0,277.0,67.0,4.0,0.0,0.0,4.0,3.0,75.0,13.0
145637,7946.0,10044.0,79.0,8273.0,0.0,0.0,8273.0,7720.0,93.0,24.0,0.0,0.0,24.0,20.0,83.0,21.0
145646,382.0,421.0,91.0,433.0,0.0,0.0,433.0,357.0,82.0,,,,,,,11.0
145682,850.0,3483.0,24.0,759.0,4.0,0.0,755.0,525.0,70.0,363.0,19.0,0.0,344.0,169.0,49.0,15.0
145691,233.0,315.0,74.0,249.0,1.0,0.0,248.0,180.0,73.0,,,,,,,12.0
145707,208.0,497.0,42.0,219.0,2.0,0.0,217.0,144.0,66.0,44.0,2.0,0.0,42.0,27.0,64.0,11.0
145725,603.0,797.0,76.0,497.0,0.0,0.0,497.0,421.0,85.0,6.0,0.0,0.0,6.0,4.0,67.0,13.0
145813,3974.0,5785.0,69.0,3355.0,1.0,0.0,3354.0,2694.0,80.0,19.0,0.0,0.0,19.0,6.0,32.0,19.0
145831,463.0,1178.0,39.0,351.0,2.0,0.0,349.0,231.0,66.0,153.0,6.0,0.0,147.0,64.0,44.0,14.0
146205,471.0,1761.0,27.0,393.0,12.0,0.0,381.0,239.0,63.0,156.0,32.0,0.0,124.0,59.0,48.0,20.0
146278,366.0,1023.0,36.0,377.0,1.0,0.0,376.0,251.0,67.0,93.0,5.0,0.0,88.0,45.0,51.0,12.0
146296,316.0,2187.0,14.0,341.0,0.0,0.0,341.0,196.0,57.0,428.0,24.0,0.0,404.0,144.0,36.0,15.0
146339,175.0,254.0,69.0,167.0,1.0,0.0,166.0,102.0,61.0,0.0,0.0,0.0,0.0,0.0,,10.0
146348,307.0,955.0,32.0,287.0,3.0,0.0,284.0,168.0,59.0,134.0,15.0,0.0,119.0,63.0,53.0,14.0
146366,376.0,2317.0,16.0,361.0,2.0,0.0,359.0,228.0,64.0,97.0,9.0,0.0,88.0,51.0,58.0,20.0
146418,342.0,1327.0,26.0,327.0,3.0,0.0,324.0,215.0,66.0,116.0,6.0,0.0,110.0,56.0,51.0,17.0
146427,249.0,278.0,90.0,270.0,0.0,0.0,270.0,221.0,82.0,0.0,0.0,0.0,0.0,0.0,,9.0
146454,,,,19.0,0.0,0.0,19.0,16.0,84.0,,,,,,,15.0
146472,1288.0,3413.0,38.0,1070.0,7.0,0.0,1063.0,754.0,71.0,706.0,9.0,0.0,697.0,403.0,58.0,15.0
146481,445.0,529.0,84.0,416.0,0.0,0.0,416.0,354.0,85.0,1.0,0.0,0.0,1.0,1.0,100.0,12.0
146506,771.0,2103.0,37.0,683.0,6.0,0.0,677.0,497.0,73.0,112.0,0.0,0.0,112.0,43.0,38.0,19.0
146533,,,,,,,,,,,,,,,,8.0
146603,387.0,2247.0,17.0,427.0,13.0,0.0,414.0,266.0,64.0,103.0,7.0,0.0,96.0,55.0,57.0,15.0
146612,603.0,1353.0,45.0,563.0,0.0,0.0,563.0,455.0,81.0,1.0,0.0,0.0,1.0,1.0,100.0,14.0
146667,2.0,7.0,29.0,78.0,0.0,0.0,78.0,6.0,8.0,3.0,0.0,0.0,3.0,0.0,0.0,7.0
146685,652.0,1682.0,39.0,656.0,0.0,0.0,656.0,447.0,68.0,314.0,1.0,0.0,313.0,149.0,48.0,15.0
146700,,,,294.0,0.0,0.0,294.0,246.0,84.0,,,,,,,27.0
146719,3056.0,3575.0,85.0,2862.0,0.0,0.0,2862.0,2326.0,81.0,5.0,0.0,0.0,5.0,1.0,20.0,13.0
146755,,,,,,,,,,,,,,,,6.0
146807,,,,1.0,0.0,0.0,1.0,1.0,100.0,3.0,0.0,0.0,3.0,3.0,100.0,11.0
146816,40.0,146.0,27.0,56.0,0.0,0.0,56.0,11.0,20.0,8.0,0.0,0.0,8.0,2.0,25.0,25.0
147004,399.0,5281.0,8.0,380.0,0.0,0.0,380.0,267.0,70.0,362.0,1.0,0.0,361.0,163.0,45.0,26.0
147013,458.0,651.0,70.0,268.0,16.0,0.0,252.0,190.0,75.0,,,,,,,17.0
147129,1.0,85.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,2.0,0.0,0.0,2.0,1.0,50.0,7.0
147244,362.0,581.0,62.0,409.0,0.0,0.0,409.0,287.0,70.0,0.0,0.0,0.0,0.0,0.0,,10.0
147341,229.0,269.0,85.0,179.0,0.0,0.0,179.0,137.0,77.0,0.0,0.0,0.0,0.0,0.0,,10.0
147369,149.0,450.0,33.0,151.0,0.0,0.0,151.0,113.0,75.0,13.0,0.0,0.0,13.0,4.0,31.0,16.0
147378,1281.0,4720.0,27.0,1252.0,1.0,0.0,1251.0,906.0,72.0,456.0,7.0,0.0,449.0,253.0,56.0,18.0
147396,25.0,33.0,76.0,29.0,0.0,0.0,29.0,25.0,86.0,,,,,,,10.0
147411,482.0,1815.0,27.0,410.0,2.0,0.0,408.0,277.0,68.0,202.0,2.0,0.0,200.0,103.0,52.0,19.0
147536,684.0,1549.0,44.0,443.0,0.0,0.0,443.0,271.0,61.0,62.0,0.0,0.0,62.0,21.0,34.0,15.0
147590,,,,,,,,,,,,,,,,7.0
147642,,,,5.0,0.0,0.0,5.0,5.0,100.0,10.0,0.0,0.0,10.0,7.0,70.0,8.0
147660,481.0,758.0,63.0,512.0,0.0,0.0,512.0,394.0,77.0,,,,,,,12.0
147679,494.0,658.0,75.0,464.0,0.0,0.0,464.0,329.0,71.0,,,,,,,10.0
147703,2377.0,3712.0,64.0,2147.0,0.0,0.0,2147.0,1402.0,65.0,138.0,0.0,0.0,138.0,40.0,29.0,14.0
147767,2038.0,2350.0,87.0,2086.0,5.0,0.0,2081.0,2035.0,98.0,,,,,,,6.0
147776,498.0,1227.0,41.0,314.0,0.0,0.0,314.0,197.0,63.0,16.0,0.0,0.0,16.0,3.0,19.0,9.0
147800,449.0,2301.0,20.0,452.0,57.0,0.0,395.0,300.0,76.0,684.0,83.0,0.0,601.0,178.0,30.0,13.0
147819,,,,29.0,0.0,0.0,29.0,29.0,100.0,,,,,,,12.0
147828,681.0,820.0,83.0,660.0,0.0,0.0,660.0,505.0,77.0,0.0,0.0,0.0,0.0,0.0,,14.0
147916,701.0,2792.0,25.0,618.0,1.0,0.0,617.0,391.0,63.0,227.0,2.0,0.0,225.0,101.0,45.0,15.0
148007,232.0,840.0,28.0,233.0,0.0,0.0,233.0,122.0,52.0,255.0,0.0,0.0,255.0,80.0,31.0,10.0
148016,61.0,95.0,64.0,79.0,0.0,0.0,79.0,65.0,82.0,,,,,,,6.0
148098,,,,5.0,0.0,0.0,5.0,4.0,80.0,,,,,,,5.0
148131,303.0,486.0,62.0,232.0,0.0,0.0,232.0,160.0,69.0,0.0,0.0,0.0,0.0,0.0,,14.0
148256,407.0,1207.0,34.0,344.0,0.0,0.0,344.0,225.0,65.0,66.0,0.0,0.0,66.0,27.0,41.0,19.0
148292,152.0,945.0,16.0,126.0,0.0,0.0,126.0,89.0,71.0,154.0,5.0,0.0,149.0,87.0,58.0,13.0
148380,757.0,2294.0,33.0,714.0,12.0,0.0,702.0,446.0,64.0,451.0,31.0,0.0,420.0,187.0,45.0,18.0
148405,168.0,287.0,59.0,202.0,0.0,0.0,202.0,129.0,64.0,,,,,,,10.0
148487,405.0,796.0,51.0,506.0,0.0,0.0,506.0,305.0,60.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0
148496,598.0,754.0,79.0,461.0,0.0,0.0,461.0,345.0,75.0,1.0,0.0,0.0,1.0,1.0,100.0,11.0
148511,,,,,,,,,,,,,,,,8.0
148575,,,,,,,,,,,,,,,,8.0
148584,215.0,434.0,50.0,202.0,0.0,0.0,202.0,144.0,71.0,2.0,0.0,0.0,2.0,0.0,0.0,13.0
148593,,,,,,,,,,,,,,,,8.0
148627,652.0,907.0,72.0,738.0,0.0,0.0,738.0,523.0,71.0,9.0,0.0,0.0,9.0,3.0,33.0,15.0
148654,243.0,704.0,35.0,260.0,0.0,0.0,260.0,197.0,76.0,4.0,0.0,0.0,4.0,2.0,50.0,12.0
148672,270.0,649.0,42.0,232.0,0.0,0.0,232.0,157.0,68.0,109.0,5.0,0.0,104.0,54.0,52.0,13.0
148821,196.0,686.0,29.0,139.0,0.0,0.0,139.0,85.0,61.0,49.0,5.0,0.0,44.0,20.0,45.0,14.0
148876,61.0,103.0,59.0,6.0,0.0,0.0,6.0,5.0,83.0,0.0,0.0,0.0,0.0,0.0,,9.0
148937,199.0,829.0,24.0,201.0,0.0,0.0,201.0,148.0,74.0,34.0,0.0,0.0,34.0,14.0,41.0,18.0
148991,132.0,588.0,22.0,126.0,1.0,0.0,125.0,68.0,54.0,30.0,3.0,0.0,27.0,20.0,74.0,14.0
149028,,,,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,,6.0
149204,,,,4.0,0.0,0.0,4.0,2.0,50.0,,,,,,,6.0
149222,1486.0,2625.0,57.0,1304.0,0.0,0.0,1304.0,917.0,70.0,33.0,0.0,0.0,33.0,14.0,42.0,11.0
149231,1827.0,2827.0,65.0,1936.0,0.0,0.0,1936.0,1365.0,71.0,56.0,0.0,0.0,56.0,10.0,18.0,15.0
149310,,,,127.0,0.0,0.0,127.0,68.0,54.0,,,,,,,13.0
149329,33.0,34.0,97.0,14.0,0.0,0.0,14.0,11.0,79.0,,,,,,,13.0
149365,172.0,2142.0,8.0,142.0,0.0,0.0,142.0,96.0,68.0,126.0,16.0,0.0,110.0,43.0,39.0,15.0
149505,128.0,259.0,49.0,179.0,0.0,0.0,179.0,137.0,77.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0
149514,86.0,186.0,46.0,91.0,0.0,0.0,91.0,65.0,71.0,4.0,0.0,0.0,4.0,0.0,0.0,12.0
149532,1003.0,3368.0,30.0,856.0,1.0,0.0,855.0,510.0,60.0,479.0,14.0,0.0,465.0,197.0,42.0,20.0
149550,,,,27.0,0.0,0.0,27.0,18.0,67.0,3.0,0.0,0.0,3.0,3.0,100.0,10.0
149639,12.0,35.0,34.0,20.0,0.0,0.0,20.0,16.0,80.0,,,,,,,4.0
149727,937.0,3096.0,30.0,915.0,0.0,0.0,915.0,627.0,69.0,401.0,2.0,0.0,399.0,204.0,51.0,20.0
149763,,,,,,,,,,,,,,,,7.0
149772,1062.0,1813.0,59.0,905.0,3.0,0.0,902.0,603.0,67.0,15.0,1.0,0.0,14.0,4.0,29.0,13.0
149781,503.0,570.0,88.0,543.0,0.0,0.0,543.0,490.0,90.0,1.0,0.0,0.0,1.0,1.0,100.0,12.0
149842,1542.0,5513.0,28.0,1619.0,0.0,0.0,1619.0,1183.0,73.0,622.0,9.0,0.0,613.0,351.0,57.0,18.0
150066,323.0,386.0,84.0,313.0,0.0,0.0,313.0,216.0,69.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0
150136,3460.0,4738.0,73.0,3236.0,10.0,0.0,3226.0,2351.0,73.0,28.0,0.0,0.0,28.0,16.0,57.0,15.0
150145,247.0,388.0,64.0,283.0,0.0,0.0,283.0,201.0,71.0,3.0,0.0,0.0,3.0,1.0,33.0,12.0
150163,1199.0,1399.0,86.0,1130.0,0.0,0.0,1130.0,1002.0,89.0,2.0,0.0,0.0,2.0,2.0,100.0,11.0
150172,106.0,227.0,47.0,99.0,0.0,0.0,99.0,60.0,61.0,3.0,0.0,0.0,3.0,1.0,33.0,11.0
150251,,,,3.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0
150303,,,,14.0,0.0,0.0,14.0,14.0,100.0,16.0,0.0,0.0,16.0,8.0,50.0,17.0
150400,535.0,558.0,96.0,500.0,0.0,0.0,500.0,462.0,92.0,,,,,,,9.0
150428,,,,4.0,0.0,0.0,4.0,3.0,75.0,,,,,,,5.0
150455,173.0,207.0,84.0,171.0,0.0,0.0,171.0,136.0,80.0,,,,,,,6.0
150534,377.0,622.0,61.0,327.0,0.0,0.0,327.0,262.0,80.0,0.0,0.0,0.0,0.0,0.0,,10.0
150604,245.0,287.0,85.0,253.0,0.0,0.0,253.0,183.0,72.0,2.0,0.0,0.0,2.0,2.0,100.0,11.0
150668,165.0,214.0,77.0,183.0,0.0,0.0,183.0,147.0,80.0,0.0,0.0,0.0,0.0,0.0,,9.0
150677,445.0,708.0,63.0,398.0,0.0,0.0,398.0,313.0,79.0,,,,,,,18.0
150756,280.0,301.0,93.0,276.0,0.0,0.0,276.0,215.0,78.0,0.0,0.0,0.0,0.0,0.0,,11.0
150765,,,,8.0,0.0,0.0,8.0,8.0,100.0,,,,,,,17.0
150774,186.0,202.0,92.0,115.0,0.0,0.0,115.0,82.0,71.0,4.0,0.0,0.0,4.0,3.0,75.0,10.0
150853,,,,11.0,0.0,0.0,11.0,9.0,82.0,2.0,0.0,0.0,2.0,1.0,50.0,10.0
150941,252.0,476.0,53.0,238.0,0.0,0.0,238.0,195.0,82.0,13.0,0.0,0.0,13.0,7.0,54.0,12.0
150987,4562.0,32817.0,14.0,4167.0,7.0,0.0,4160.0,2441.0,59.0,6795.0,4.0,0.0,6791.0,3014.0,44.0,23.0
151102,1172.0,4378.0,27.0,1234.0,0.0,0.0,1234.0,774.0,63.0,51.0,0.0,0.0,51.0,21.0,41.0,13.0
151111,3399.0,4816.0,71.0,3310.0,0.0,0.0,3310.0,2345.0,71.0,153.0,0.0,0.0,153.0,73.0,48.0,13.0
151263,851.0,1276.0,67.0,1049.0,0.0,0.0,1049.0,644.0,61.0,3.0,0.0,0.0,3.0,2.0,67.0,11.0
151290,441.0,515.0,86.0,436.0,0.0,0.0,436.0,261.0,60.0,0.0,0.0,0.0,0.0,0.0,,15.0
151306,1234.0,3457.0,36.0,1282.0,0.0,0.0,1282.0,896.0,70.0,20.0,0.0,0.0,20.0,11.0,55.0,16.0
151324,1525.0,2095.0,73.0,1419.0,0.0,0.0,1419.0,912.0,64.0,10.0,0.0,0.0,10.0,1.0,10.0,16.0
151333,495.0,893.0,55.0,562.0,0.0,0.0,562.0,359.0,64.0,14.0,0.0,0.0,14.0,7.0,50.0,14.0
151342,690.0,1097.0,63.0,589.0,0.0,0.0,589.0,389.0,66.0,72.0,0.0,0.0,72.0,23.0,32.0,12.0
151351,9709.0,10572.0,92.0,9450.0,1.0,0.0,9449.0,8491.0,90.0,32.0,0.0,0.0,32.0,23.0,72.0,17.0
151360,389.0,701.0,55.0,431.0,1.0,0.0,430.0,292.0,68.0,34.0,0.0,0.0,34.0,18.0,53.0,12.0
151379,566.0,914.0,62.0,537.0,0.0,0.0,537.0,325.0,61.0,48.0,0.0,0.0,48.0,16.0,33.0,12.0
151388,312.0,825.0,38.0,299.0,0.0,0.0,299.0,191.0,64.0,30.0,0.0,0.0,30.0,11.0,37.0,13.0
151467,32.0,51.0,63.0,57.0,0.0,0.0,57.0,36.0,63.0,,,,,,,12.0
151564,,,,11.0,0.0,0.0,11.0,7.0,64.0,34.0,0.0,0.0,34.0,9.0,26.0,7.0
151607,,,,3.0,0.0,0.0,3.0,3.0,100.0,2.0,0.0,0.0,2.0,2.0,100.0,17.0
151661,,,,194.0,0.0,0.0,194.0,133.0,69.0,,,,,,,27.0
151777,257.0,312.0,82.0,307.0,0.0,0.0,307.0,209.0,68.0,,,,,,,12.0
151786,462.0,803.0,58.0,458.0,0.0,0.0,458.0,348.0,76.0,0.0,0.0,0.0,0.0,0.0,,13.0
151801,580.0,778.0,75.0,565.0,0.0,0.0,565.0,442.0,78.0,0.0,0.0,0.0,0.0,0.0,,13.0
151810,4.0,24.0,17.0,6.0,0.0,0.0,6.0,4.0,67.0,16.0,0.0,0.0,16.0,7.0,44.0,6.0
151962,51.0,111.0,46.0,11.0,0.0,0.0,11.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,,11.0
152044,,,,21.0,0.0,0.0,21.0,14.0,67.0,41.0,0.0,0.0,41.0,35.0,85.0,20.0
152080,2037.0,2226.0,92.0,2059.0,0.0,0.0,2059.0,2005.0,97.0,,,,,,,9.0
152099,125.0,204.0,61.0,154.0,5.0,0.0,149.0,106.0,71.0,14.0,0.0,0.0,14.0,12.0,86.0,11.0
152150,,,,5.0,0.0,0.0,5.0,3.0,60.0,,,,,,,10.0
152275,,,,10.0,0.0,0.0,10.0,10.0,100.0,4.0,0.0,0.0,4.0,3.0,75.0,15.0
152309,,,,16.0,0.0,0.0,16.0,11.0,69.0,3.0,0.0,0.0,3.0,3.0,100.0,12.0
152318,598.0,629.0,95.0,637.0,1.0,0.0,636.0,583.0,92.0,,,,,,,12.0
152336,359.0,498.0,72.0,389.0,0.0,0.0,389.0,265.0,68.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0
152381,199.0,323.0,62.0,182.0,0.0,0.0,182.0,122.0,67.0,12.0,0.0,0.0,12.0,6.0,50.0,9.0
152390,397.0,432.0,92.0,375.0,0.0,0.0,375.0,313.0,83.0,,,,,,,9.0
152497,,,,10.0,0.0,0.0,10.0,9.0,90.0,1.0,0.0,0.0,1.0,1.0,100.0,7.0
152530,519.0,888.0,58.0,397.0,0.0,0.0,397.0,363.0,91.0,0.0,0.0,0.0,0.0,0.0,,13.0
152567,653.0,1868.0,35.0,639.0,0.0,0.0,639.0,499.0,78.0,0.0,0.0,0.0,0.0,0.0,,16.0
152600,603.0,737.0,82.0,600.0,0.0,0.0,600.0,464.0,77.0,1.0,0.0,0.0,1.0,1.0,100.0,11.0
152628,,,,10.0,0.0,0.0,10.0,6.0,60.0,12.0,0.0,0.0,12.0,8.0,67.0,7.0
152637,1094.0,9865.0,11.0,24.0,0.0,0.0,24.0,16.0,67.0,3.0,0.0,0.0,3.0,2.0,67.0,23.0
152673,258.0,265.0,97.0,210.0,1.0,0.0,209.0,184.0,88.0,,,,,,,9.0
152798,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,9.0
152992,174.0,268.0,65.0,169.0,0.0,0.0,169.0,115.0,68.0,,,,,,,12.0
153001,236.0,468.0,50.0,237.0,1.0,0.0,236.0,179.0,76.0,0.0,0.0,0.0,0.0,0.0,,12.0
153074,,,,19.0,0.0,0.0,19.0,17.0,89.0,,,,,,,11.0
153083,,,,13.0,0.0,0.0,13.0,11.0,85.0,,,,,,,12.0
153108,351.0,414.0,85.0,339.0,0.0,0.0,339.0,250.0,74.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0
153126,193.0,329.0,59.0,183.0,0.0,0.0,183.0,122.0,67.0,,,,,,,9.0
153144,363.0,421.0,86.0,397.0,0.0,0.0,397.0,278.0,70.0,,,,,,,10.0
153162,329.0,359.0,92.0,366.0,0.0,0.0,366.0,291.0,80.0,,,,,,,13.0
153214,1662.0,8765.0,19.0,1695.0,0.0,0.0,1695.0,1076.0,63.0,879.0,0.0,0.0,879.0,384.0,44.0,19.0
153241,,,,3.0,0.0,0.0,3.0,2.0,67.0,0.0,0.0,0.0,0.0,0.0,,6.0
153250,438.0,589.0,74.0,424.0,0.0,0.0,424.0,341.0,80.0,0.0,0.0,0.0,0.0,0.0,,14.0
153269,731.0,809.0,90.0,759.0,0.0,0.0,759.0,629.0,83.0,0.0,0.0,0.0,0.0,0.0,,10.0
153278,316.0,412.0,77.0,328.0,1.0,0.0,327.0,233.0,71.0,2.0,0.0,0.0,2.0,1.0,50.0,9.0
153296,243.0,395.0,62.0,216.0,1.0,0.0,215.0,112.0,52.0,8.0,0.0,0.0,8.0,1.0,13.0,15.0
153302,43.0,78.0,55.0,47.0,0.0,0.0,47.0,33.0,70.0,1.0,0.0,0.0,1.0,1.0,100.0,7.0
153311,542.0,2858.0,19.0,643.0,0.0,0.0,643.0,405.0,63.0,211.0,0.0,0.0,211.0,98.0,46.0,20.0
153320,106.0,164.0,65.0,50.0,0.0,0.0,50.0,44.0,88.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0
153366,202.0,289.0,70.0,248.0,0.0,0.0,248.0,152.0,61.0,0.0,0.0,0.0,0.0,0.0,,13.0
153375,330.0,551.0,60.0,290.0,1.0,0.0,289.0,198.0,69.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0
153384,437.0,468.0,93.0,471.0,0.0,0.0,471.0,439.0,93.0,,,,,,,9.0
153427,21.0,32.0,66.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,11.0
